"binomial","fb_name"
"Cephalopholis polleni","Cephalopholis polleni"
"Cephalopholis sexmaculata","Cephalopholis sexmaculata"
"Cephalopholis sonnerati","Cephalopholis sonnerati"
"Cephalopholis spiloparaea","Cephalopholis spiloparaea"
"Cephalopholis taeniops","Cephalopholis taeniops"
"Cephalopholis urodeta","Cephalopholis urodeta"
"Cephaloscyllium isabellum","Cephaloscyllium isabella"
"Cephaloscyllium laticeps","Cephaloscyllium laticeps"
"Cepola macrophthalma","Cepola macrophthalma"
"Ceratobregma helenae","Ceratobregma helenae"
"Cercamia eremia","Cercamia eremia"
"Cetengraulis edentulus","Cetengraulis edentulus"
"Cetengraulis mysticetus","Cetengraulis mysticetus"
"Cetorhinus maximus","Cetorhinus maximus"
"Cetoscarus bicolor","Cetoscarus bicolor"
"Cetoscarus ocellatus","Cetoscarus ocellatus"
"Chaenocephalus aceratus","Chaenocephalus aceratus"
"Chaenodraco wilsoni","Chaenodraco wilsoni"
"Chaenomugil proboscideus","Chaenomugil proboscideus"
"Chaenopsis limbaughi","Chaenopsis limbaughi"
"Chaenopsis ocellata","Chaenopsis ocellata"
"Chaetodermis penicilligerus","Chaetodermis penicilligerus"
"Chaetodipterus faber","Chaetodipterus faber"
"Chaetodipterus zonatus","Chaetodipterus zonatus"
"Chaetodon adiergastos","Chaetodon adiergastos"
"Chaetodon andamanensis","Chaetodon andamanensis"
"Chaetodon argentatus","Chaetodon argentatus"
"Chaetodon assarius","Chaetodon assarius"
"Chaetodon aureofasciatus","Chaetodon aureofasciatus"
"Chaetodon auriga","Chaetodon auriga"
"Chaetodon auripes","Chaetodon auripes"
"Chaetodon austriacus","Chaetodon austriacus"
"Chaetodon baronessa","Chaetodon baronessa"
"Chaetodon bennetti","Chaetodon bennetti"
"Chaetodon blackburnii","Chaetodon blackburnii"
"Chaetodon capistratus","Chaetodon capistratus"
"Chaetodon citrinellus","Chaetodon citrinellus"
"Chaetodon collare","Chaetodon collare"
"Chaetodon decussatus","Chaetodon decussatus"
"Chaetodon dialeucos","Chaetodon dialeucos"
"Chaetodon dolosus","Chaetodon dolosus"
"Chaetodon ephippium","Chaetodon ephippium"
"Chaetodon falcula","Chaetodon falcula"
"Chaetodon fasciatus","Chaetodon fasciatus"
"Chaetodon flavirostris","Chaetodon flavirostris"
"Chaetodon flavocoronatus","Chaetodon flavocoronatus"
"Chaetodon fremblii","Chaetodon fremblii"
"Chaetodon gardineri","Chaetodon gardineri"
"Chaetodon guentheri","Chaetodon guentheri"
"Chaetodon guttatissimus","Chaetodon guttatissimus"
"Chaetodon hoefleri","Chaetodon hoefleri"
"Chaetodon humeralis","Chaetodon humeralis"
"Chaetodon interruptus","Chaetodon interruptus"
"Chaetodon kleinii","Chaetodon kleinii"
"Chaetodon lineolatus","Chaetodon lineolatus"
"Chaetodon litus","Chaetodon litus"
"Chaetodon lunula","Chaetodon lunula"
"Chaetodon lunulatus","Chaetodon lunulatus"
"Chaetodon madagaskariensis","Chaetodon madagaskariensis"
"Chaetodon marleyi","Chaetodon marleyi"
"Chaetodon melannotus","Chaetodon melannotus"
"Chaetodon melapterus","Chaetodon melapterus"
"Chaetodon mertensii","Chaetodon mertensii"
"Chaetodon meyeri","Chaetodon meyeri"
"Chaetodon miliaris","Chaetodon miliaris"
"Chaetodon multicinctus","Chaetodon multicinctus"
"Chaetodon nigropunctatus","Chaetodon nigropunctatus"
"Chaetodon ocellatus","Chaetodon ocellatus"
"Chaetodon ocellicaudus","Chaetodon ocellicaudus"
"Chaetodon octofasciatus","Chaetodon octofasciatus"
"Chaetodon ornatissimus","Chaetodon ornatissimus"
"Chaetodon oxycephalus","Chaetodon oxycephalus"
"Chaetodon paucifasciatus","Chaetodon paucifasciatus"
"Chaetodon pelewensis","Chaetodon pelewensis"
"Chaetodon plebeius","Chaetodon plebeius"
"Chaetodon punctatofasciatus","Chaetodon punctatofasciatus"
"Chaetodon quadrimaculatus","Chaetodon quadrimaculatus"
"Chaetodon rafflesii","Chaetodon rafflesii"
"Chaetodon rainfordi","Chaetodon rainfordi"
"Chaetodon reticulatus","Chaetodon reticulatus"
"Chaetodon sedentarius","Chaetodon sedentarius"
"Chaetodon selene","Chaetodon selene"
"Chaetodon semeion","Chaetodon semeion"
"Chaetodon semilarvatus","Chaetodon semilarvatus"
"Chaetodon speculum","Chaetodon speculum"
"Chaetodon striatus","Chaetodon striatus"
"Chaetodon tinkeri","Chaetodon tinkeri"
"Chaetodon triangulum","Chaetodon triangulum"
"Chaetodon trichrous","Chaetodon trichrous"
"Chaetodon tricinctus","Chaetodon tricinctus"
"Chaetodon trifascialis","Chaetodon trifascialis"
"Chaetodon trifasciatus","Chaetodon trifasciatus"
"Chaetodon ulietensis","Chaetodon ulietensis"
"Chaetodon unimaculatus","Chaetodon unimaculatus"
"Chaetodon vagabundus","Chaetodon vagabundus"
"Chaetodon wiebeli","Chaetodon wiebeli"
"Chaetodon xanthocephalus","Chaetodon xanthocephalus"
"Chaetodon xanthurus","Chaetodon xanthurus"
"Chaetodon zanzibarensis","Chaetodon zanzibarensis"
"Chaetodontoplus conspicillatus","Chaetodontoplus conspicillatus"
"Chaetodontoplus duboulayi","Chaetodontoplus duboulayi"
"Chaetodontoplus meredithi","Chaetodontoplus meredithi"
"Chaetodontoplus mesoleucus","Chaetodontoplus mesoleucus"
"Chaetodontoplus personifer","Chaetodontoplus personifer"
"Chaetodontoplus septentrionalis","Chaetodontoplus septentrionalis"
"Chalixodytes tauensis","Chalixodytes tauensis"
"Champsocephalus esox","Champsocephalus esox"
"Champsocephalus gunnari","Champsocephalus gunnari"
"Channa micropeltes","Channa micropeltes"
"Channichthys rhinoceratus","Channichthys rhinoceratus"
"Chanos chanos","Chanos chanos"
"Chascanopsetta lugubris","Chascanopsetta lugubris"
"Cheilinus abudjubbe","Cheilinus abudjubbe"
"Cheilinus chlorourus","Cheilinus chlorourus"
"Cheilinus fasciatus","Cheilinus fasciatus"
"Cheilinus lunulatus","Cheilinus lunulatus"
"Cheilinus oxycephalus","Cheilinus oxycephalus"
"Cheilinus trilobatus","Cheilinus trilobatus"
"Cheilinus undulatus","Cheilinus undulatus"
"Cheilio inermis","Cheilio inermis"
"Cheilodactylus ephippium","Morwong ephippium"
"Cheilodactylus fasciatus","Cheilodactylus fasciatus"
"Cheilodactylus francisi","Goniistius francisi"
"Cheilodactylus fuscus","Morwong fuscus"
"Cheilodactylus gibbosus","Goniistius gibbosus"
"Cheilodactylus nigripes","Pseudogoniistius nigripes"
"Cheilodactylus pixi","Cheilodactylus pixi"
"Cheilodactylus plessisi","Goniistius plessisi"
"Cheilodactylus rubrolabiatus","Goniistius rubrolabiatus"
"Cheilodactylus spectabilis","Chirodactylus spectabilis"
"Cheilodactylus variegatus","Cheilodactylus variegatus"
"Cheilodactylus vestitus","Goniistius vestitus"
"Cheilodactylus vittatus","Goniistius vittatus"
"Cheilodactylus zebra","Goniistius zebra"
"Cheilodactylus zonatus","Goniistius zonatus"
"Cheilodipterus arabicus","Cheilodipterus arabicus"
"Cheilodipterus artus","Cheilodipterus artus"
"Cheilodipterus intermedius","Cheilodipterus intermedius"
"Cheilodipterus isostigmus","Cheilodipterus isostigmus"
"Cheilodipterus lachneri","Cheilodipterus lachneri"
"Cheilodipterus macrodon","Cheilodipterus macrodon"
"Cheilodipterus nigrotaeniatus","Cheilodipterus nigrotaeniatus"
"Cheilodipterus parazonatus","Cheilodipterus parazonatus"
"Cheilodipterus quinquelineatus","Cheilodipterus quinquelineatus"
"Cheilodipterus singapurensis","Cheilodipterus singapurensis"
"Cheilopogon agoo","Cheilopogon agoo"
"Cheilopogon melanurus","Cheilopogon melanurus"
"Cheilopogon unicolor","Cheilopogon unicolor"
"Cheiloprion labiatus","Cheiloprion labiatus"
"Cheimerius nufar","Cheimerius nufar"
"Chelidonichthys capensis","Chelidonichthys capensis"
"Chelidonichthys cuculus","Chelidonichthys cuculus"
"Chelidonichthys kumu","Chelidonichthys kumu"
"Chelidonichthys lastoviza","Chelidonichthys lastoviza"
"Chelidonichthys lucerna","Chelidonichthys lucerna"
"Chelidonichthys spinosus","Chelidonichthys spinosus"
"Chelmon marginalis","Chelmon marginalis"
"Chelmon muelleri","Chelmon muelleri"
"Chelmon rostratus","Chelmon rostratus"
"Chelmonops curiosus","Chelmonops curiosus"
"Chelmonops truncatus","Chelmonops truncatus"
"Chelon auratus","Chelon auratus"
"Chelon labrosus","Chelon labrosus"
"Chelon parsia","Planiliza parsia"
"Chelon ramada","Chelon ramada"
"Chelon richardsonii","Chelon richardsonii"
"Chelon saliens","Chelon saliens"
"Chelonodon patoca","Chelonodon patoca"
"Chilomycterus antennatus","Chilomycterus antennatus"
"Chilomycterus antillarum","Chilomycterus antillarum"
"Chilomycterus reticulatus","Chilomycterus reticulatus"
"Chilomycterus schoepfii","Chilomycterus schoepfii"
"Chilorhinus suensonii","Chilorhinus suensonii"
"Chiloscyllium plagiosum","Chiloscyllium plagiosum"
"Chiloscyllium punctatum","Chiloscyllium punctatum"
"Chimaera monstrosa","Chimaera monstrosa"
"Chionobathyscus dewitti","Chionobathyscus dewitti"
"Chionodraco hamatus","Chionodraco hamatus"
"Chionodraco myersi","Chionodraco myersi"
"Chionodraco rastrospinosus","Chionodraco rastrospinosus"
"Chirocentrus dorab","Chirocentrus dorab"
"Chirocentrus nudus","Chirocentrus nudus"
"Chirodactylus brachydactylus","Chirodactylus brachydactylus"
"Chirolophis ascanii","Chirolophis ascanii"
"Chironemus maculosus","Chironemus maculosus"
"Chironemus marmoratus","Chironemus marmoratus"
"Chironemus microlepis","Chironemus microlepis"
"Chlidichthys chagosensis","Chlidichthys chagosensis"
"Chloroscombrus chrysurus","Chloroscombrus chrysurus"
"Chloroscombrus orqueta","Chloroscombrus orqueta"
"Chlorurus atrilunula","Chlorurus atrilunula"
"Chlorurus bleekeri","Chlorurus bleekeri"
"Chlorurus bowersi","Chlorurus bowersi"
"Chlorurus capistratoides","Chlorurus capistratoides"
"Chlorurus enneacanthus","Chlorurus enneacanthus"
"Chlorurus frontalis","Chlorurus frontalis"
"Chlorurus genazonatus","Chlorurus genazonatus"
"Chlorurus gibbus","Chlorurus gibbus"
"Chlorurus japanensis","Chlorurus japanensis"
"Chlorurus microrhinos","Chlorurus microrhinos"
"Chlorurus perspicillatus","Chlorurus perspicillatus"
"Chlorurus rhakoura","Chlorurus rhakoura"
"Chlorurus sordidus","Chlorurus sordidus"
"Chlorurus spilurus","Chlorurus spilurus"
"Chlorurus strongylocephalus","Chlorurus strongylocephalus"
"Chlorurus troschelii","Chlorurus troschelii"
"Choerodon anchorago","Choerodon anchorago"
"Choerodon azurio","Choerodon azurio"
"Choerodon cauteroma","Choerodon cauteroma"
"Choerodon cephalotes","Choerodon cephalotes"
"Choerodon cyanodus","Choerodon cyanodus"
"Choerodon fasciatus","Choerodon fasciatus"
"Choerodon graphicus","Choerodon graphicus"
"Choerodon jordani","Choerodon jordani"
"Choerodon monostigma","Choerodon monostigma"
"Choerodon robustus","Choerodon robustus"
"Choerodon rubescens","Choerodon rubescens"
"Choerodon schoenleinii","Choerodon schoenleinii"
"Choerodon venustus","Choerodon venustus"
"Choerodon vitta","Choerodon vitta"
"Choerodon zosterophorus","Choerodon zosterophorus"
"Choeroichthys brachysoma","Choeroichthys brachysoma"
"Choeroichthys sculptus","Choeroichthys sculptus"
"Chriolepis semisquamata","Chriolepis semisquamata"
"Chromis abrupta","Chromis abrupta"
"Chromis acares","Chromis acares"
"Chromis agilis","Chromis agilis"
"Chromis alpha","Chromis alpha"
"Chromis alta","Chromis alta"
"Chromis amboinensis","Chromis amboinensis"
"Chromis analis","Chromis analis"
"Chromis atrilobata","Chromis atrilobata"
"Chromis atripectoralis","Chromis atripectoralis"
"Chromis atripes","Chromis atripes"
"Chromis bami","Chromis bami"
"Chromis caudalis","Chromis caudalis"
"Chromis chromis","Chromis chromis"
"Chromis chrysura","Chromis chrysura"
"Chromis cinerascens","Chromis cinerascens"
"Chromis crusma","Chromis crusma"
"Chromis cyanea","Chromis cyanea"
"Chromis delta","Chromis delta"
"Chromis dimidiata","Chromis dimidiata"
"Chromis dispilus","Chromis dispilus"
"Chromis elerae","Chromis elerae"
"Chromis enchrysura","Chromis enchrysurus"
"Chromis flavaxilla","Chromis flavaxilla"
"Chromis flavipectoralis","Chromis flavipectoralis"
"Chromis flavomaculata","Chromis flavomaculata"
"Chromis fumea","Chromis fumea"
"Chromis hanui","Chromis hanui"
"Chromis hypsilepis","Chromis hypsilepis"
"Chromis insolata","Chromis insolata"
"Chromis iomelas","Chromis iomelas"
"Chromis klunzingeri","Chromis klunzingeri"
"Chromis lepidolepis","Chromis lepidolepis"
"Chromis limbata","Chromis limbata"
"Chromis limbaughi","Chromis limbaughi"
"Chromis lineata","Chromis lineata"
"Chromis margaritifer","Chromis margaritifer"
"Chromis multilineata","Chromis multilineata"
"Chromis nigrura","Chromis nigrura"
"Chromis nitida","Chromis nitida"
"Chromis notata","Chromis notata"
"Chromis opercularis","Chromis opercularis"
"Chromis ovalis","Chromis ovalis"
"Chromis ovatiformes","Chromis ovatiformes"
"Chromis pamae","Chromis pamae"
"Chromis pelloura","Chromis pelloura"
"Chromis pembae","Chromis pembae"
"Chromis punctipinnis","Chromis punctipinnis"
"Chromis randalli","Chromis randalli"
"Chromis retrofasciata","Chromis retrofasciata"
"Chromis scotochiloptera","Chromis scotochiloptera"
"Chromis scotti","Chromis scotti"
"Chromis ternatensis","Chromis ternatensis"
"Chromis vanderbilti","Chromis vanderbilti"
"Chromis verater","Chromis verater"
"Chromis viridis","Chromis viridis"
"Chromis weberi","Chromis weberi"
"Chromis westaustralis","Chromis westaustralis"
"Chromis xanthochira","Chromis xanthochira"
"Chromis xanthopterygia","Chromis xanthopterygia"
"Chromis xanthura","Chromis xanthura"
"Chromis xutha","Chromis xutha"
"Chrysiptera annulata","Chrysiptera annulata"
"Chrysiptera biocellata","Chrysiptera biocellata"
"Chrysiptera bleekeri","Chrysiptera bleekeri"
"Chrysiptera brownriggii","Chrysiptera brownriggii"
"Chrysiptera caesifrons","Chrysiptera caesifrons"
"Chrysiptera cyanea","Chrysiptera cyanea"
"Chrysiptera flavipinnis","Chrysiptera flavipinnis"
"Chrysiptera galba","Chrysiptera galba"
"Chrysiptera glauca","Chrysiptera glauca"
"Chrysiptera hemicyanea","Chrysiptera hemicyanea"
"Chrysiptera notialis","Chrysiptera notialis"
"Chrysiptera oxycephala","Chrysiptera oxycephala"
"Chrysiptera parasema","Chrysiptera parasema"
"Chrysiptera rapanui","Chrysiptera rapanui"
"Chrysiptera rex","Chrysiptera rex"
"Chrysiptera rollandi","Chrysiptera rollandi"
"Chrysiptera springeri","Chrysiptera springeri"
"Chrysiptera starcki","Chrysiptera starcki"
"Chrysiptera talboti","Chrysiptera talboti"
"Chrysiptera taupou","Chrysiptera taupou"
"Chrysiptera traceyi","Chrysiptera traceyi"
"Chrysiptera tricincta","Chrysiptera tricincta"
"Chrysiptera unimaculata","Chrysiptera unimaculata"
"Chrysoblephus anglicus","Chrysoblephus anglicus"
"Chrysoblephus laticeps","Chrysoblephus laticeps"
"Ciliata mustela","Ciliata mustela"
"Ciliata septentrionalis","Ciliata septentrionalis"
"Cilus gilberti","Cilus gilberti"
"Cirrhilabrus balteatus","Cirrhilabrus balteatus"
"Cirrhilabrus beauperryi","Cirrhilabrus beauperryi"
"Cirrhilabrus blatteus","Cirrhilabrus blatteus"
"Cirrhilabrus cyanopleura","Cirrhilabrus cyanopleura"
"Cirrhilabrus exquisitus","Cirrhilabrus exquisitus"
"Cirrhilabrus flavidorsalis","Cirrhilabrus flavidorsalis"
"Cirrhilabrus jordani","Cirrhilabrus jordani"
"Cirrhilabrus katherinae","Cirrhilabrus katherinae"
"Cirrhilabrus laboutei","Cirrhilabrus laboutei"
"Cirrhilabrus lineatus","Cirrhilabrus lineatus"
"Cirrhilabrus morrisoni","Cirrhilabrus morrisoni"
"Cirrhilabrus punctatus","Cirrhilabrus punctatus"
"Cirrhilabrus randalli","Cirrhilabrus randalli"
"Cirrhilabrus scottorum","Cirrhilabrus scottorum"
"Cirrhilabrus solorensis","Cirrhilabrus solorensis"
"Cirrhilabrus temminckii","Cirrhilabrus temminckii"
"Cirrhilabrus walindi","Cirrhilabrus walindi"
"Cirrhitichthys aprinus","Cirrhitichthys aprinus"
"Cirrhitichthys falco","Cirrhitichthys falco"
"Cirrhitichthys oxycephalus","Cirrhitichthys oxycephalus"
"Cirrhitops fasciatus","Cirrhitops fasciatus"
"Cirrhitops hubbardi","Cirrhitops hubbardi"
"Cirrhitus pinnulatus","Cirrhitus pinnulatus"
"Cirrhitus rivulatus","Cirrhitus rivulatus"
"Cirriemblemaria lucasana","Cirriemblemaria lucasana"
"Cirripectes alboapicalis","Cirripectes alboapicalis"
"Cirripectes alleni","Cirripectes alleni"
"Cirripectes auritus","Cirripectes auritus"
"Cirripectes castaneus","Cirripectes castaneus"
"Cirripectes chelomatus","Cirripectes chelomatus"
"Cirripectes filamentosus","Cirripectes filamentosus"
"Cirripectes fuscoguttatus","Cirripectes fuscoguttatus"
"Cirripectes hutchinsi","Cirripectes hutchinsi"
"Cirripectes perustus","Cirripectes perustus"
"Cirripectes polyzona","Cirripectes polyzona"
"Cirripectes quagga","Cirripectes quagga"
"Cirripectes springeri","Cirripectes springeri"
"Cirripectes stigmaticus","Cirripectes stigmaticus"
"Cirripectes vanderbilti","Cirripectes vanderbilti"
"Cirripectes variolosus","Cirripectes variolosus"
"Citharichthys macrops","Citharichthys macrops"
"Citharichthys sordidus","Citharichthys sordidus"
"Citharichthys stigmaeus","Citharichthys stigmaeus"
"Citharus linguatula","Citharus linguatula"
"Clarkichthys bilineatus","Clarkichthys bilineatus"
"Cleidopus gloriamaris","Cleidopus gloriamaris"
"Cleisthenes pinetorum","Cleisthenes pinetorum"
"Clepticus parrae","Clepticus parrae"
"Clidoderma asperrimum","Clidoderma asperrimum"
"Clinus superciliosus","Clinus superciliosus"
"Clinus venustris","Clinus venustris"
"Clupanodon thrissa","Clupanodon thrissa"
"Clupea harengus","Clupea harengus"
"Clupea pallasii pallasii","Clupea pallasii"
"Clupeonella cultriventris","Clupeonella cultriventris"
"Clupeonella engrauliformis","Clupeonella engrauliformis"
